time,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,attempt_suicide,employment,job_title,edu_level,improve_yourself_how
5/18/2016 10:07:24,Straight,18,$0,White non-Hispanic,Normal weight,No,No,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,President,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 10:09:50,Straight,22,"$10,000 to $19,999",Black,Normal weight,Yes,No,No,5,No,Yes,I don't want help,Yes,Employed for wages,Sales,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 10:18:15,Straight,22,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,No,15,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Technician ,"Some college, no degree",Other exercise
5/18/2016 10:18:29,Straight,19,$0,White non-Hispanic,Normal weight,No,Yes,No,0,No,Yes,Money for rehab or sober living home,Yes,Out of work but not currently looking for work,Junkie,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise"
5/18/2016 10:19:13,Straight,18,$0,Asian,Normal weight,Yes,No,Yes but I haven't,0,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,A student,student,"Some college, no degree",None
5/18/2016 10:22:29,Straight,21,$0,Indian,Normal weight,Yes,Yes,Yes but I haven't,10,Yes,No,Just want mates that make it look like I fit in,No,A student,Student,Bachelor’s degree,"Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 10:28:46,Straight,31,"$10,000 to $19,999",Mixed,Overweight,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Press operator,"Some college, no degree","Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 10:34:31,Bisexual,25,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,28,No,Yes,date coaching,No,Out of work but not currently looking for work,N/a,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Self analysis "
5/18/2016 10:47:54,Straight,23,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,Yes,No,4,Yes,No,Set me up with a date,No,A student,Student,Bachelor’s degree,Other exercise
5/18/2016 10:48:04,Straight,27,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,10,Yes,Yes,I don't want help,No,Employed for wages,Cleaner,Bachelor’s degree,Other exercise
5/18/2016 10:56:14,Straight,19,$0,White non-Hispanic,Obese,Yes,No,No,0,Yes,Yes,I don't want help,No,A student,--,"Some college, no degree",None
5/18/2016 11:01:31,Straight,20,"$10,000 to $19,999",White non-Hispanic,Underweight,No,No,No,2,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Technician,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 11:07:19,Bisexual,20,$0,White non-Hispanic,Underweight,Yes,Yes,Yes but I haven't,0,No,No,I don't want help,No,A student,-,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 11:17:49,Straight,26,$0,White non-Hispanic,Overweight,Yes,No,No,3,Yes,No,wingman/wingwoman,No,Out of work but not currently looking for work,none,"Some high school, no diploma",Other exercise
5/18/2016 11:20:05,Straight,31,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,100,No,Yes,"wingman/wingwoman, Set me up with a date, I don't want help",No,Employed for wages,Manager,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 11:23:33,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,Yes,Out of work and looking for work,None,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/18/2016 11:30:23,Straight,22,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,Yes but I haven't,4,Yes,Yes,"wingman/wingwoman, Set me up with a date",Yes,A student,Intern,Trade/technical/vocational training,"Joined a gym/go to the gym, Therapy"
5/18/2016 11:32:06,Bisexual,28,"$30,000 to $39,999",White non-Hispanic,Overweight,No,No,No,10,Yes,Yes,wingman/wingwoman,No,Employed for wages,engineer,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 11:35:47,Straight,24,$0,White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, I don't really know. Something magical that would make me happy.",No,A student,Web Developpeur,Bachelor’s degree,None
5/18/2016 11:38:32,Straight,26,"$100,000 to $124,999",White non-Hispanic,Obese,No,No,Yes and I have,0,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Software developer,Bachelor’s degree,Joined a gym/go to the gym
5/18/2016 11:40:44,Straight,23,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,5,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, Therapy, shoulder to cry on",Yes,Out of work but not currently looking for work,Unemployed,Bachelor’s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 11:44:10,Straight,27,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,Employed for wages,Rather not say,Doctorate degree,"Cosmetic survey, Therapy"
5/18/2016 11:49:16,Straight,33,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,0,No,Yes,"wingman/wingwoman, Set me up with a date",No,Out of work but not currently looking for work,Loser,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 11:50:48,Straight,26,$0,mixed,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,No,A student,student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 11:56:49,Straight,30,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,"date coaching, It would be nice but why would a woman choose me?  There are plenty better",No,Employed for wages,Warehouse associate,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, Dealer, keeps you in touch with a lot of different people"
5/18/2016 11:57:43,Straight,24,$0,White non-Hispanic,Obese,Yes,No,Yes but I haven't,2,Yes,Yes,I don't want help,No,A student,Student,Associate degree,Other exercise
5/18/2016 12:00:37,Straight,44,"$125,000 to $149,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,12,No,No,I don't want help,No,Employed for wages,Engineer,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 12:18:45,Straight,27,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,Yes,No,7,No,Yes,date coaching,No,Employed for wages,Trainee Mechanical Engineer,Bachelor’s degree,"Therapy, join clubs/socual clubs/meet ups"
5/18/2016 12:28:26,Straight,27,"$50,000 to $74,999",White non-Hispanic,Obese,Yes,No,No,5,Yes,No,I don't want help,No,Employed for wages,Teacher ,Bachelor’s degree,Other exercise
5/18/2016 12:29:40,Straight,32,"$50,000 to $74,999",Asian,Normal weight,No,No,Yes and I have,10,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,A homemaker,na,"Some college, no degree","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 12:35:10,Straight,27,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,0,No,No,I don't want help,No,Employed for wages,engineer,Master’s degree,Joined a gym/go to the gym
5/18/2016 12:43:43,Straight,20,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,Bachelor’s degree,Other exercise
5/18/2016 12:47:44,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,5,No,No,date coaching,No,A student,CGMA Sudent,"Some college, no degree",join clubs/socual clubs/meet ups
5/18/2016 13:09:29,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1,Yes,Yes,therapy,Yes,Employed for wages,cleaner,"Some high school, no diploma",Therapy
5/18/2016 13:14:18,Straight,26,$0,White non-Hispanic,Normal weight,Yes,No,No,0,No,No,I don't want help,No,A student,-,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 13:20:41,Straight,22,$0,Black,Normal weight,Yes,No,No,25,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 13:26:22,Straight,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,No,Employed for wages,Architectural Technician,Associate degree,None
5/18/2016 13:27:16,Bisexual,41,$0,White non-Hispanic,Overweight,No,No,No,1,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Librarian,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:09:34,Straight,28,$0,Asian,Normal weight,No,No,Yes and I have,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,None,Professional degree,Other exercise
5/18/2016 14:15:46,Straight,29,"$50,000 to $74,999",Asian,Overweight,Yes,No,Yes but I haven't,8,Yes,Yes,I don't want help,No,Employed for wages,Administrator,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:18:29,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,Yes,I don't want help,No,A student,n/a,"Some college, no degree","Cosmetic survey, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 14:18:35,Straight,21,"$40,000 to $49,999",White non-Hispanic,Overweight,Yes,No,No,0,Yes,Yes,I don't want help,Yes,Employed for wages,IT,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 14:22:02,Straight,19,$0,Asian,Normal weight,Yes,No,No,20,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Intern,Bachelor’s degree,None
5/18/2016 14:22:58,Straight,19,$0,White non-Hispanic,Underweight,Yes,No,No,1,Yes,Yes,"I don't want help, Like, to be seen & treated like a normal person",No,A homemaker,Student,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:27:25,Straight,20,$0,Hispanic (of any race),Normal weight,No,Yes,Yes and I have,7,Yes,Yes,I don't want help,No,A student,Undergrad student,"Some college, no degree",None
5/18/2016 14:27:31,Straight,22,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,No,Set me up with a date,No,Out of work and looking for work,Unemployed,"Some college, no degree",None
5/18/2016 14:33:38,Straight,20,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,No,Employed for wages,Call operator,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 14:37:56,Bisexual,25,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,7,Yes,No,Set me up with a date,No,Employed for wages,Courier,"Some college, no degree","Joined a gym/go to the gym, Other exercise, Play live in a band. "
5/18/2016 14:52:26,Straight,30,"$10,000 to $19,999",Mixed white/asian,Overweight,Yes,No,No,4,Yes,Yes,I don't want help,No,Employed for wages,Stockroom Assistant,Master’s degree,Joined a gym/go to the gym
5/18/2016 14:58:17,Straight,30,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,6,No,No,I don't want help,No,Employed for wages,Languages,Bachelor’s degree,Therapy
5/18/2016 15:02:09,Straight,22,$0,Mixed,Normal weight,Yes,Yes,No,0,Yes,Yes,Set me up with a date,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 15:14:25,Straight,26,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,No,No,3,No,No,I don't want help,No,Employed for wages,Engineer,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 15:39:29,Straight,36,"$40,000 to $49,999",White non-Hispanic,Obese,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,No,Employed for wages,clerk,"Some college, no degree",None
5/18/2016 15:43:14,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,8,Yes,No,wingman/wingwoman,No,A student,Grad student,Bachelor’s degree,Other exercise
5/18/2016 15:49:52,Bisexual,16,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,Yes,Set me up with a date,Yes,A student,Herder,"High school graduate, diploma or the equivalent (for example: GED)",Called suicide hotlines
5/18/2016 15:56:31,Straight,25,"$10,000 to $19,999",Asian,Normal weight,Yes,No,No,20,No,Yes,date coaching,No,Employed for wages,designer,Bachelor’s degree,join clubs/socual clubs/meet ups
5/18/2016 16:06:26,Straight,37,"$10,000 to $19,999",Asian,Normal weight,Yes,No,No,1,No,No,Set me up with a date,No,Employed for wages,Administrative Officer,Bachelor’s degree,Joined a gym/go to the gym
5/18/2016 16:10:52,Straight,24,$0,White non-Hispanic,Underweight,Yes,No,No,2,Yes,Yes,I don't want help,No,Unable to work,/,"Some college, no degree","Therapy, Other exercise"
5/18/2016 16:16:17,Straight,21,$0,indian,Overweight,Yes,No,No,0,No,Yes,I don't want help,No,A student,student,"Some college, no degree","Joined a gym/go to the gym, Other exercise"
5/18/2016 16:26:15,Straight,18,"$1 to $10,000",White non-Hispanic,Overweight,No,No,Yes but I haven't,4,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Gardener/Student,"Some high school, no diploma","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 16:30:50,Straight,23,$0,White non-Hispanic,Normal weight,No,No,No,20,No,No,I don't want help,No,Out of work and looking for work,unemployed,Bachelor’s degree,None
5/18/2016 16:45:55,Straight,29,"$20,000 to $29,999",Asian,Overweight,No,No,No,0,Yes,Yes,Set me up with a date,No,Employed for wages,cook,"Some high school, no diploma",None
5/18/2016 16:54:02,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,12,No,Yes,I don't want help,No,Self-employed,Entrepreneur,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 17:06:18,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,20,Yes,No,I don't want help,No,A student,student,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 17:21:23,Straight,21,$0,White non-Hispanic,Underweight,Yes,No,No,2,Yes,Yes,I don't want help,No,Out of work and looking for work,No Job,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 17:23:36,Straight,18,$0,Asian,Normal weight,Yes,No,No,8,No,No,wingman/wingwoman,No,A student,Student ,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 17:26:15,Straight,20,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10,No,Yes,"Set me up with a date, date coaching",No,Military,.,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 17:35:04,Straight,39,"$30,000 to $39,999",Asian,Normal weight,No,No,Yes but I haven't,10,No,No,date coaching,Yes,Employed for wages,Cst analyst,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 17:38:45,Straight,30,"$75,000 to $99,999",Multi,Normal weight,No,No,Yes and I have,15,No,No,I don't want help,No,Employed for wages,Engineer,Master’s degree,Joined a gym/go to the gym
5/18/2016 17:41:25,Bisexual,19,$0,White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,I don't want help,No,Out of work and looking for work,Artist,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 17:50:03,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,No,20,No,Yes,I don't want help,No,A student,Student,"Some college, no degree",None
5/18/2016 18:11:01,Straight,26,"$50,000 to $74,999",Asian,Normal weight,No,No,No,60,No,No,I don't want help,No,Employed for wages,Research Associate,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 18:19:32,Straight,22,"$50,000 to $74,999",White non-Hispanic,Obese,Yes,No,No,600,No,No,I don't want help,No,Employed for wages,Insurance agent. ,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 18:22:30,Straight,23,"$20,000 to $29,999",White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,No,Employed for wages,mechanic,Trade/technical/vocational training,None
5/18/2016 18:29:58,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,Yes,I don't want help,Yes,Self-employed,Programmer,"Some high school, no diploma",Other exercise
5/18/2016 18:31:55,Straight,15,$0,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,5,No,Yes,wingman/wingwoman,No,Unable to work,student,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 18:32:30,Straight,22,"$1 to $10,000",White non-Hispanic,Underweight,Yes,Yes,No,1,Yes,Yes,i lost faith and hope,Yes,A student,student?,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 18:44:01,Straight,26,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,I don't want help,No,Employed for wages,Sales Associate,Bachelor’s degree,None
5/18/2016 18:53:06,Straight,30,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,Yes and I have,5,No,No,I don't want help,No,Employed for wages,Teacher,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 18:54:31,Straight,38,"$50,000 to $74,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,7,Yes,Yes,I don't want help,Yes,Employed for wages,System Administrator,Trade/technical/vocational training,None
5/18/2016 18:55:04,Straight,22,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,No,No,10,Yes,Yes,I don't want help,No,Employed for wages,Manager,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 19:02:22,Straight,20,"$50,000 to $74,999",Black,Normal weight,Yes,No,No,2,Yes,No,I don't want help,No,A student,Web desihner,Bachelor’s degree,None
5/18/2016 19:02:28,Straight,24,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, Any help",No,Self-employed,Language teacher,"Some high school, no diploma",None
5/18/2016 19:10:28,Straight,31,$0,White non-Hispanic,Normal weight,Yes,Yes,No,30,No,No,I don't want help,No,Out of work but not currently looking for work,none,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 19:11:07,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,20,Yes,Yes,I don't want help,No,A student,Student,"Some college, no degree",Other exercise
5/18/2016 19:11:37,Straight,21,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,2,Yes,No,"I don't want help, kill me",No,Out of work and looking for work,none,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 19:36:46,Straight,23,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,No,3,Yes,Yes,I don't want help,No,A student,none,"Some college, no degree",None
5/18/2016 19:55:31,Straight,20,$0,White non-Hispanic,Normal weight,Yes,No,No,5,Yes,No,"wingman/wingwoman, Set me up with a date",No,Military,Student,Associate degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 19:59:35,Straight,27,"$30,000 to $39,999",Hispanic (of any race),Normal weight,Yes,No,No,3,No,No,I don't want help,No,Employed for wages,Sales manager,Bachelor’s degree,Joined a gym/go to the gym
5/18/2016 20:21:12,Straight,30,$0,White non-Hispanic,Obese,Yes,No,No,0,No,No,I don't want help,No,A student,none,"Some college, no degree",None
5/18/2016 20:27:47,Straight,23,$0,Asian,Overweight,No,No,Yes but I haven't,4,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,jpo;,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 20:42:15,Straight,25,"$1 to $10,000",Native American mix,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want help,No,Employed for wages,Janitor,"High school graduate, diploma or the equivalent (for example: GED)",Lose weight
5/18/2016 22:12:35,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,0.2,No,No,Set me up with a date,No,A student,None,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 22:25:37,Straight,20,$0,White non-Hispanic,Normal weight,Yes,Yes,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,A student,student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 22:44:29,Straight,24,"$30,000 to $39,999",Hispanic (of any race),Overweight,No,No,No,10,No,Yes,date coaching,No,Self-employed,Data and development,Bachelor’s degree,"Other exercise, Hair, makeup, clothing"
5/18/2016 22:47:23,Straight,19,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,10,No,Yes,Set me up with a date,No,A student,Not working ,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 22:51:34,Bisexual,21,$0,Hispanic (of any race),Overweight,No,No,Yes but I haven't,2,No,No,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,Student,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 23:00:50,Straight,20,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,5,No,No,I don't want help,No,Employed for wages,Cashier,"Some college, no degree",None
5/18/2016 23:21:49,Bisexual,23,"$10,000 to $19,999",Black,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Clerk,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 23:37:23,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,Self-employed,Graphic designer,Associate degree,Other exercise
5/18/2016 23:46:31,Straight,18,$0,White non-Hispanic,Overweight,Yes,Yes,No,5,Yes,Yes,Emotional support,No,A student,Student,"Some high school, no diploma",join clubs/socual clubs/meet ups
5/18/2016 23:56:57,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,Yes,Set me up with a date,No,A student,student,"Some college, no degree",Other exercise
5/19/2016 0:13:35,Straight,23,"$40,000 to $49,999",White non-Hispanic,Normal weight,No,Yes,No,0,No,No,I don't want help,No,Employed for wages,---,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/19/2016 0:51:23,Bisexual,21,$0,Asian,Normal weight,No,No,No,0,Yes,Yes,Set me up with a date,No,A student,student,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/19/2016 0:57:15,Straight,18,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,5,Yes,Yes,I don't want help,No,A student,Lawm Maintenance,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 1:25:38,Bisexual,20,$0,White non-Hispanic,Normal weight,Yes,No,No,15,Yes,Yes,I don't want help,No,A student,University Student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/19/2016 1:27:00,Straight,20,"$1 to $10,000",Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,4,Yes,Yes,I don't want help,Yes,A student,Retail ,"Some college, no degree",Other exercise
5/19/2016 3:32:05,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,3,No,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 4:55:27,Straight,25,$0,White non-Hispanic,Normal weight,No,Yes,Yes and I have,0,No,Yes,I don't want help,No,A student,college,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
5/19/2016 5:07:20,Straight,24,$0,White non-Hispanic,Normal weight,No,Yes,Yes and I have,0,Yes,Yes,Set me up with a date,No,Out of work and looking for work,,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 6:20:12,Bisexual,20,$0,White non-Hispanic,Obese,Yes,No,No,1,Yes,Yes,just more friends/greater social life in general tbh,No,A student,undergraduate,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/19/2016 6:59:37,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,5,No,No,Set me up with a date,No,Out of work and looking for work,Student,Trade/technical/vocational training,"Cosmetic survey, Joined a gym/go to the gym, Other exercise"
5/19/2016 7:50:46,Gay/Lesbian,21,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,I don't want help,No,Employed for wages,Sales clerk,"Some college, no degree","Therapy, Other exercise"
5/19/2016 8:46:30,Straight,39,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,No,5,Yes,No,I don't want help,No,Employed for wages,Admin assistant,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/19/2016 9:03:32,Straight,20,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,Yes,Yes and I have,1,Yes,Yes,I don't want help,No,Employed for wages,Shit kicker,"Some high school, no diploma",Joined a gym/go to the gym
5/19/2016 9:39:41,Straight,23,"$40,000 to $49,999",Asian,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Accountant,Bachelor’s degree,Joined a gym/go to the gym
5/19/2016 15:17:48,Straight,30,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,0,No,Yes,I don't want help,Yes,Employed for wages,postman,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 15:29:02,Straight,25,"$20,000 to $29,999",Asian,Overweight,Yes,Yes,No,7,No,No,Set me up with a date,No,Employed for wages,stocker,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
